Algoritmo: QuickSort
Teste,Tamanho,Aleatorio,Crescente,Decrescente,Quase
1,1000,010321,001998,160406,006999
2,10000,147292,019998,15236224,106422

Algoritmo: QuickSortGrupo
Teste,Tamanho,Aleatorio,Crescente,Decrescente,Quase
1,1000,004002,016734,019035,017516
2,10000,040006,231441,303303,243312
3,100000,399947,3051195,3108903,3093013
4,1000000,3999934,38155317,38295078,37794580
5,10000000,40000314,466332009,435162366,442474864
